,title,date,url,pred
139,GOP New Jersey Senate candidate Curtis Bashaw nearly passes out during debate,"Mon, 07 Oct 2024 06:02:43 -0400",https://www.foxnews.com/politics/gop-new-jersey-senate-candidate-curtis-bashaw-nearly-passes-out-during-debate,politics
140,SCOTUS kicks off historic term under scrutiny amid ethics code debate,"Mon, 07 Oct 2024 06:00:35 -0400",https://www.foxnews.com/politics/scotus-kicks-off-historic-term-scrutiny-ethics-code-debate,politics
141,"Early voting begins in California, Texas, 5 other states","Mon, 07 Oct 2024 05:00:02 -0400",https://www.foxnews.com/politics/early-voting-begins-california-texas-5-other-states,others
142,"One-year anniversary of Oct. 7 attacks arrives with lasting trauma for Israelis, American Jews: expert","Mon, 07 Oct 2024 04:00:34 -0400",https://www.foxnews.com/politics/one-year-anniversary-oct-7-attacks-arrives-lasting-trauma-israelis-american-jews-expert,politics
143,Xi Jinping celebrates China’s rising power — and his own,"Wed, 18 Oct 2017 22:35:21 +0000",http://www.pbs.org/newshour/bb/xi-jinping-celebrates-chinas-rising-power/,others
144,"The battle for Mosul is over, but this hidden ISIS danger could lurk for years","Wed, 18 Oct 2017 22:20:26 +0000",http://www.pbs.org/newshour/bb/battle-mosul-hidden-isis-danger-lurk-years/,politics
145,"As Rohingya refugees continue to flee from persecution, here’s how you can help","Wed, 18 Oct 2017 20:58:34 +0000",http://www.pbs.org/newshour/rundown/rohingya-refugees-continue-flee-persecution-heres-can-help/,others
146,Tillerson: ‘Heartbreaking’ reports of suffering in Myanmar,"Wed, 18 Oct 2017 15:36:51 +0000",http://www.pbs.org/newshour/rundown/tillerson-heartbreaking-reports-suffering-myanmar/,uplifting / positive
147,Far-right groups gain ground in Sweden and Germany amid migrant influx,"Tue, 17 Oct 2017 22:30:37 +0000",http://www.pbs.org/newshour/bb/far-right-groups-gain-ground-sweden-germany-amid-migrant-influx/,others
148,U.S.-backed Syrian forces recapture Raqqa from Islamic State group,"Tue, 17 Oct 2017 16:57:20 +0000",http://www.pbs.org/newshour/rundown/u-s-backed-syrian-forces-recapture-raqqa-from-islamic-state-group/,others
149,WATCH: Trump and Greek prime minister hold joint news conference,"Tue, 17 Oct 2017 16:28:24 +0000",http://www.pbs.org/newshour/rundown/watch-live-trump-and-greek-prime-minister-hold-joint-press-conference/,others
150,"U.S., Japan agree to maximize diplomatic pressure on North Korea","Tue, 17 Oct 2017 13:01:05 +0000",http://www.pbs.org/newshour/rundown/u-s-japan-agree-maximize-diplomatic-pressure-north-korea/,natural disaster
151,News Wrap: Dozens missing after deadly Mogadishu truck bombing,"Mon, 16 Oct 2017 22:45:17 +0000",http://www.pbs.org/newshour/bb/news-wrap-dozens-missing-deadly-mogadishu-truck-bombing/,others
152,Why a power struggle has broken out over Kirkuk,"Mon, 16 Oct 2017 22:40:31 +0000",http://www.pbs.org/newshour/bb/power-struggle-broken-kirkuk/,others
153,Rex Tillerson says continue diplomacy with North Korea ‘until first bomb drops’,"Mon, 16 Oct 2017 11:08:00 +0000",http://www.pbs.org/newshour/rundown/rex-tillerson-says-continue-diplomacy-north-korea-first-bomb-drops/,others
154,"Iraqi, Kurdish forces in standoff, weeks after Kurdish vote for independence","Sun, 15 Oct 2017 20:33:23 +0000",http://www.pbs.org/newshour/bb/iraqi-kurdish-forces-standoff-weeks-kurdish-vote-independence/,others
155,South Sudan civil war causes Africa’s worst refugee crisis,"Sun, 15 Oct 2017 19:26:17 +0000",http://www.pbs.org/newshour/bb/south-sudan-civil-war-causes-africas-worst-refugee-crisis/,uplifting / positive
156,Hundreds dead after massive truck bomb strikes Mogadishu,"Sun, 15 Oct 2017 16:27:49 +0000",http://www.pbs.org/newshour/rundown/hundreds-dead-massive-truck-bomb-strikes-mogadishu/,others
157,Column: Why reporting from South Sudan is so difficult — and critically needed,"Sun, 15 Oct 2017 14:27:40 +0000",http://www.pbs.org/newshour/updates/reporters-notebook-reporting-south-sudan-difficult-critically-needed/,others
158,Modi's BJP ahead in Haryana election but trails in Kashmir,"Tue, 08 Oct 2024 04:10:43 GMT",https://www.bbc.com/news/articles/cx24xkyg1qko,others
159,Indian financial aid opens 'new chapter' with Maldives,"Mon, 07 Oct 2024 12:24:15 GMT",https://www.bbc.com/news/articles/cly4eq78k5qo,politics
160,Why are there so many dropped catches at T20 World Cup?,"Sun, 06 Oct 2024 20:01:57 GMT",https://www.bbc.com/sport/cricket/articles/cg78yd0p088o,others
161,Climbers rescued after three days in the Himalayas,"Sun, 06 Oct 2024 16:14:26 GMT",https://www.bbc.com/news/articles/c93y147z4pdo,uplifting / positive
162,Maldives president visits India amid trouble in tourist paradise,"Sun, 06 Oct 2024 00:10:51 GMT",https://www.bbc.com/news/articles/ce8vz8j60kno,others
163,The Polish artist who painted Hindu gods in Indian palaces,"Fri, 04 Oct 2024 23:21:43 GMT",https://www.bbc.com/news/articles/c8xe17pegrno,others
164,India government says criminalising marital rape 'excessively harsh',"Fri, 04 Oct 2024 06:32:38 GMT",https://www.bbc.com/news/articles/c80r38yeempo,others
165,India's foreign minister to visit Pakistan for the first time since 2015,"Fri, 04 Oct 2024 12:41:38 GMT",https://www.bbc.com/news/articles/c0lw9pdw400o,natural disaster
166,How India became a Test cricket powerhouse,"Thu, 03 Oct 2024 21:27:11 GMT",https://www.bbc.com/news/articles/cz6w0lygq22o,others
167,India's iconic tramcars set to ride into Kolkata sunset,"Tue, 01 Oct 2024 23:30:25 GMT",https://www.bbc.com/news/articles/ckgn4mzn224o,others
168,"My mission is to take Tamil music global, says Sid Sriram","Sun, 06 Oct 2024 00:25:44 GMT",https://www.bbc.com/news/articles/cvgwwqpdj74o,others
169,India's top court saves a poor student's college dream,"Thu, 03 Oct 2024 09:24:47 GMT",https://www.bbc.com/news/articles/cx25nq12n10o,others
170,The 'mastermind' behind India's biggest jailbreak,"Tue, 01 Oct 2024 01:48:53 GMT",https://www.bbc.com/news/articles/c1dd9rj3vmyo,uplifting / positive
171,The world’s diamond polishing capital feels Ukraine war impact,"Mon, 30 Sep 2024 01:04:21 GMT",https://www.bbc.com/news/articles/c1e866ypp1zo,others
172,"Sold out in minutes, resold for millions: Coldplay tickets spark outrage in India","Sun, 29 Sep 2024 01:24:50 GMT",https://www.bbc.com/news/articles/c99v12e3yj4o,others
173,A famed holy sweet in an unsavoury row in India,"Thu, 26 Sep 2024 21:41:55 GMT",https://www.bbc.com/news/articles/cglkenxgd5xo,others
174,Your essential guide to the ICC Women's T20 World Cup,"Tue, 01 Oct 2024 07:59:27 GMT",https://www.bbc.com/sport/cricket/articles/c99vp4yyyyxo,uplifting / positive
175,The Kashmiri politician whose return from jail ruffled feathers,"Thu, 26 Sep 2024 01:00:04 GMT",https://www.bbc.com/news/articles/cgj4l01q9jgo,uplifting / positive
176,Death of Indian employee sparks debate on 'toxic work culture',"Tue, 24 Sep 2024 21:39:31 GMT",https://www.bbc.com/news/articles/c0kjgp4jr5yo,politics
177,Tigers and crocs make mangrove preservation tough work,"Mon, 23 Sep 2024 23:09:02 GMT",https://www.bbc.com/news/articles/crrldyvqe4xo,others
178,How Punjabi megastar Diljit Dosanjh is inspiring the next gen,"Sat, 21 Sep 2024 23:51:46 GMT",https://www.bbc.com/news/articles/cwy9gln6lz6o,terrorism / riot /violence
179,Hema committee report: Why are India's biggest film stars silent?,"Thu, 19 Sep 2024 21:39:03 GMT",https://www.bbc.com/news/articles/cn9dgjd8rewo,politics
180,"Volunteers dying as Russia’s war dead tops 70,000","Thu, 19 Sep 2024 23:12:45 GMT",https://www.bbc.com/news/articles/cjr3255gpjgo,politics
181,Why hundreds of Samsung workers are protesting in India,"Thu, 19 Sep 2024 13:51:52 GMT",https://www.bbc.com/news/articles/c7488w85n00o,others
182,'Please save me': The Indians duped into fighting for Russia,"Wed, 18 Sep 2024 08:11:06 GMT",https://www.bbc.com/news/articles/cly6ve2x72xo,politics
183,"After a decade, Kashmir votes in historic elections","Mon, 16 Sep 2024 08:31:13 GMT",https://www.bbc.com/news/articles/cpw84kv9q8yo,others
184,The German woman who helped build an Indian university,"Mon, 16 Sep 2024 21:41:27 GMT",https://www.bbc.com/news/articles/cn020ywgx2yo,terrorism / riot /violence
185,Bangladesh leader’s ‘megaphone diplomacy’ irks India,"Thu, 12 Sep 2024 21:41:41 GMT",https://www.bbc.com/news/articles/cz6xqyzzdxgo,uplifting / positive
186,India's oldest trams may soon be brought to a halt,"Tue, 01 Oct 2024 12:27:53 GMT",https://www.bbc.com/news/articles/cr54qr64n1qo,others
187,Kolkata night protest: 'Today I witnessed history',"Thu, 15 Aug 2024 10:22:01 GMT",https://www.bbc.com/news/videos/ce3106yz19do,others
188,Watch: Thousands of women protest about rape and murder of doctor in India,"Thu, 15 Aug 2024 08:56:44 GMT",https://www.bbc.com/news/videos/czx67lknn54o,uplifting / positive
189,Watch: Building collapses into river in Himachal Pradesh,"Thu, 01 Aug 2024 07:44:51 GMT",https://www.bbc.com/news/videos/c1vdw9546wwo,uplifting / positive
190,"Watch: Blue screens, queues and airport delays worldwide","Fri, 19 Jul 2024 11:51:09 GMT",https://www.bbc.com/news/videos/cz7ejpld988o,others
191,Lavish Ambani wedding divides opinions in India,"Fri, 12 Jul 2024 13:22:41 GMT",https://www.bbc.com/news/videos/cgr5073mz74o,politics
192,"Former PMs, film and sports stars join Ambani wedding","Fri, 12 Jul 2024 21:10:01 GMT",https://www.bbc.com/news/videos/cv2gnv34kyeo,others
193,WATCH: Families mourn victims of deadly India crush,"Wed, 03 Jul 2024 09:42:54 GMT",https://www.bbc.com/news/videos/cw4ypql875ko,others
194,Watch: Delhi airport roof collapses due to heavy rain,"Fri, 28 Jun 2024 07:43:43 GMT",https://www.bbc.com/news/videos/c134zdz2nnro,others
195,What worked for India's Modi - and what didn’t?,"Tue, 04 Jun 2024 15:32:32 GMT",https://www.bbc.com/news/articles/ce442577v35o,others
196,"Arrests, accusations and AI: India’s election unpacked","Sat, 01 Jun 2024 23:07:59 GMT",https://www.bbc.com/news/videos/cqqq2g653gro,others
